Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
RIBO-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.2006346034110674)	(2, 0.20981223587524286)	(3, 0.22018482155247)	(4, 0.22817729550206142)	(5, 0.23246982210550315)	(6, 0.2344924273390701)	(7, 0.2362358836663094)	(8, 0.23708312508375998)	(9, 0.23770753711107181)	(10, 0.23842010142459236)	(11, 0.2390200267057351)	(12, 0.239480377533714)	(13, 0.24045984738047768)	(14, 0.2408981601369044)	(15, 0.2415372642119177)	(16, 0.2422547258746721)	(17, 0.24320481162603283)	(18, 0.2441328593058414)	(19, 0.24487480771476486)	(20, 0.24545269492435542)	(21, 0.24587876430769762)	(22, 0.2462264761032987)	(23, 0.24653011175579545)	(24, 0.24677497921748637)	(25, 0.247000257282242)	(26, 0.24722553534699765)	(27, 0.2474826461817731)	(28, 0.24767364280189202)	(29, 0.24779607653273747)	(30, 0.24792585628743366)	(31, 0.24810705820908494)	(32, 0.2482833627815024)	(33, 0.24840089916311403)	(34, 0.24849639747317348)	(35, 0.2485747550609146)	(36, 0.24868004806944166)	(37, 0.24878044372873495)	(38, 0.24885880131647603)	(39, 0.24888573673726203)	(40, 0.24892246685651567)	(41, 0.24894940227730167)	(42, 0.24897633769808766)	(43, 0.2489787863727046)	(44, 0.2489836837219384)	(45, 0.2489836837219384)	(46, 0.2489836837219384)	(47, 0.24898613239655532)	(48, 0.24898613239655532)	(49, 0.24898858107117222)	(50, 0.24899592709502294)	(51, 0.24899837576963985)	(52, 0.24900082444425678)	(53, 0.2490081704681075)	(54, 0.2490081704681075)	(55, 0.2490081704681075)	(56, 0.2490081704681075)	(57, 0.2490106191427244)	(58, 0.24901551649195822)	(59, 0.24901796516657512)	(60, 0.24902531119042587)	(61, 0.2490326572142766)	(62, 0.24905224661121186)	(63, 0.24909877142893314)	(64, 0.24909877142893314)	(65, 0.24909877142893314)
RIBO-RRNA-KO-R2.2-filtered.unmapped.fastq.gz - polya	(1, 0.0833549873613391)	(2, 0.08707282972754705)	(3, 0.09095092391988466)	(4, 0.09366719237278229)	(5, 0.0959187305299039)	(6, 0.09804206722612181)	(7, 0.09962856030480538)	(8, 0.10051795793982496)	(9, 0.10138331780092509)	(10, 0.10278552127955955)	(11, 0.10395535961030603)	(12, 0.10501302166276173)	(13, 0.10789755453309549)	(14, 0.10921963209866513)	(15, 0.11115867919483392)	(16, 0.11338617957803611)	(17, 0.1163989139092736)	(18, 0.1190270438577999)	(19, 0.12126255683230856)	(20, 0.12303333951104123)	(21, 0.12436342966791736)	(22, 0.12547717985951845)	(23, 0.12644670340760283)	(24, 0.1272479625382511)	(25, 0.12798512093844752)	(26, 0.12871426674733744)	(27, 0.12954757624321164)	(28, 0.1301725583651173)	(29, 0.13057318793044143)	(30, 0.130997855269685)	(31, 0.1315907870263647)	(32, 0.13214365582651202)	(33, 0.13252826020922318)	(34, 0.132840751270176)	(35, 0.13309715419198345)	(36, 0.1334336830268557)	(37, 0.13376219927042152)	(38, 0.1339945644183095)	(39, 0.13406667774006786)	(40, 0.13418686660966508)	(41, 0.1342750051140364)	(42, 0.1343631436184077)	(43, 0.13437115620971418)	(44, 0.13438718139232717)	(45, 0.13438718139232717)	(46, 0.13438718139232717)	(47, 0.13439519398363364)	(48, 0.13439519398363364)	(49, 0.13440320657494012)	(50, 0.13442724434885958)	(51, 0.13443525694016606)	(52, 0.13444326953147254)	(53, 0.134467307305392)	(54, 0.134467307305392)	(55, 0.134467307305392)	(56, 0.134467307305392)	(57, 0.13447531989669848)	(58, 0.13449134507931143)	(59, 0.1344993576706179)	(60, 0.13452339544453737)	(61, 0.1345474332184568)	(62, 0.13461153394890868)	(63, 0.13476377318373184)	(64, 0.13476377318373184)	(65, 0.13476377318373184)
RIBO-RRNA-KO-R2.2-filtered.unmapped.fastq.gz - polyg	(1, 0.18192588561368878)	(2, 0.1846902296144253)	(3, 0.18752668693692015)	(4, 0.18803949278053506)	(5, 0.18848819789369808)	(6, 0.1890330541025389)	(7, 0.18970611177228344)	(8, 0.19140478112925777)	(9, 0.1916211210945328)	(10, 0.1920377758424699)	(11, 0.19270282092090796)	(12, 0.19321562676452284)	(13, 0.19352010523416918)	(14, 0.19385663406904147)	(15, 0.19422521326913966)	(16, 0.19477006947798048)	(17, 0.19507454794762683)	(18, 0.19533095086943425)	(19, 0.19559536638254818)	(20, 0.195907857443501)	(21, 0.19610817222616309)	(22, 0.19621233591314735)	(23, 0.19650880179148722)	(24, 0.19682930544374652)	(25, 0.19710173354816693)	(26, 0.1972139098264577)	(27, 0.19739018683520032)	(28, 0.19751037570479754)	(29, 0.19755043866132996)	(30, 0.19755845125263644)	(31, 0.19755845125263644)	(32, 0.19759050161786237)	(33, 0.19763857716570127)	(34, 0.19766261493962073)	(35, 0.19767864012223368)	(36, 0.19769466530484664)	(37, 0.19770267789615312)	(38, 0.19770267789615312)	(39, 0.19771069048745962)	(40, 0.19771069048745962)	(41, 0.19771069048745962)	(42, 0.19771069048745962)	(43, 0.19771069048745962)	(44, 0.19771069048745962)	(45, 0.1977187030787661)	(46, 0.1977187030787661)	(47, 0.1977187030787661)	(48, 0.1977187030787661)	(49, 0.1977187030787661)	(50, 0.19772671567007258)	(51, 0.19773472826137906)	(52, 0.19773472826137906)	(53, 0.19773472826137906)	(54, 0.19773472826137906)	(55, 0.19773472826137906)	(56, 0.19773472826137906)	(57, 0.19773472826137906)	(58, 0.19773472826137906)	(59, 0.19773472826137906)	(60, 0.19773472826137906)	(61, 0.19773472826137906)	(62, 0.19773472826137906)	(63, 0.19773472826137906)	(64, 0.19773472826137906)	(65, 0.19773472826137906)
RIBO-RRNA-KO-R3.0-raw.fastq - illumina_universal_adapter	(1, 13.030284541097648)	(2, 13.086838372690062)	(3, 13.092430799191682)	(4, 13.096601119632808)	(5, 13.103450446781297)	(6, 13.107886435387572)	(7, 13.113130591017233)	(8, 13.120848362840025)	(9, 13.12909523848752)	(10, 13.139864845451116)	(11, 13.147098163560994)	(12, 13.159388106831019)	(13, 13.177207966446156)	(14, 13.197298284245782)	(15, 13.227693847846394)	(16, 13.27962639286861)	(17, 13.394470945402045)	(18, 13.472590780988723)	(19, 13.561714636625894)	(20, 13.689213030840435)	(21, 13.854509977190267)	(22, 14.004266452131809)	(23, 14.228543963649809)	(24, 14.449372254032077)	(25, 15.646296638241736)	(26, 16.257808941769802)	(27, 17.205074458414796)	(28, 18.025227804312223)	(29, 21.99493306066403)	(30, 26.780686085134235)	(31, 35.922825496580124)	(32, 45.3171420418956)	(33, 56.30233983776069)	(34, 62.11305180589498)	(35, 66.95122852661709)	(36, 71.20655385056871)	(37, 75.43828828795642)	(38, 78.1445650510939)	(39, 82.72622911209167)	(40, 86.50720057841541)	(41, 88.93152528063656)	(42, 89.61920174485493)	(43, 90.02985105548734)	(44, 90.42301314983744)	(45, 90.7828015181306)	(46, 91.07924030781697)	(47, 91.33218319110375)	(48, 91.54732305724406)	(49, 91.76637204067151)	(50, 91.93202618791567)	(51, 92.13851955990796)	(52, 92.3414610155074)	(53, 92.42242729572067)	(54, 92.45648863349918)	(55, 92.46928089052683)	(56, 92.47368785656045)	(57, 92.47593375718345)	(58, 92.47717056528002)	(59, 92.47760143885878)	(60, 92.47795417474192)	(61, 92.47831360814182)	(62, 92.47851676615046)	(63, 92.47869313409203)	(64, 92.4788918270895)	(65, 92.47905256749193)
RIBO-RRNA-KO-R3.0-raw.fastq - polya	(1, 0.11315677830779693)	(2, 0.1177981574283018)	(3, 0.12426349361540238)	(4, 0.12944290658296914)	(5, 0.13253939183556185)	(6, 0.1339436378513375)	(7, 0.1353724414285973)	(8, 0.1359305678259644)	(9, 0.13633688384324766)	(10, 0.1370133330368566)	(11, 0.13746429916592923)	(12, 0.13782150006024416)	(13, 0.13859171448861077)	(14, 0.13891989281026262)	(15, 0.13930165126606173)	(16, 0.13981066254046054)	(17, 0.14068133972035324)	(18, 0.14122160607300457)	(19, 0.141652479651772)	(20, 0.14191814781691875)	(21, 0.14208781824171834)	(22, 0.14220837354354962)	(23, 0.14230437128389678)	(24, 0.14239590401306498)	(25, 0.14246064667515956)	(26, 0.14250529678694893)	(27, 0.14255441190991724)	(28, 0.14260352703288554)	(29, 0.14265710716703278)	(30, 0.1426995247732327)	(31, 0.14274194237943258)	(32, 0.14277319745768516)	(33, 0.14280891754711664)	(34, 0.14282008007506397)	(35, 0.1428468701421376)	(36, 0.14288035772597962)	(37, 0.14290491528746377)	(38, 0.14290938029864272)	(39, 0.14292724034335846)	(40, 0.14294286788248475)	(41, 0.1429517979048426)	(42, 0.1429607279272005)	(43, 0.14296519293837942)	(44, 0.14296965794955838)	(45, 0.14298751799427412)	(46, 0.142996448016632)	(47, 0.14300761054457933)	(48, 0.14302323808370562)	(49, 0.14304779564518977)	(50, 0.1430723532066739)	(51, 0.14309021325138965)	(52, 0.14311477081287383)	(53, 0.14313932837435797)	(54, 0.14315495591348423)	(55, 0.1431795134749684)	(56, 0.14321300105881044)	(57, 0.14330453378797864)	(58, 0.1438090800511985)	(59, 0.14419530351817653)	(60, 0.14482263758881717)	(61, 0.14762889711477897)	(62, 0.14905546818644932)	(63, 0.15629771631868491)	(64, 0.15676877499806274)	(65, 0.15736262148486135)
RIBO-RRNA-KO-R3.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.1435603198933529)	(2, 0.14947615743475592)	(3, 0.1577280947574555)	(4, 0.1643399131860824)	(5, 0.16829046043528356)	(6, 0.1700846078863648)	(7, 0.17190442676361414)	(8, 0.17261752193495009)	(9, 0.17313665521968266)	(10, 0.17400092656734184)	(11, 0.17457710746578128)	(12, 0.17502493123338025)	(13, 0.17600329780845317)	(14, 0.176416893007828)	(15, 0.1768989453436511)	(16, 0.17753787861716813)	(17, 0.1786046689934867)	(18, 0.17923219274426233)	(19, 0.17969427841528804)	(20, 0.17992817363148622)	(21, 0.18010787361466288)	(22, 0.18023623074550335)	(23, 0.18032180216606367)	(24, 0.18043304501279206)	(25, 0.18050150214924032)	(26, 0.18054999262089116)	(27, 0.18058992595048598)	(28, 0.18063556404145148)	(29, 0.18069261165515835)	(30, 0.18073824974612385)	(31, 0.18078959259846006)	(32, 0.1808266735473695)	(33, 0.18086375449627898)	(34, 0.18087516401902035)	(35, 0.1808979830645031)	(36, 0.18093221163272724)	(37, 0.18095788305889532)	(38, 0.18096073543958066)	(39, 0.1809749973430074)	(40, 0.18099211162711945)	(41, 0.18100066876917548)	(42, 0.18100637353054616)	(43, 0.18100637353054616)	(44, 0.18100637353054616)	(45, 0.18101207829191687)	(46, 0.18101493067260221)	(47, 0.18101778305328756)	(48, 0.18102348781465824)	(49, 0.1810348973373996)	(50, 0.1810406020987703)	(51, 0.18104630686014098)	(52, 0.18104630686014098)	(53, 0.18105201162151166)	(54, 0.18105486400219703)	(55, 0.18105771638288237)	(56, 0.18106056876356771)	(57, 0.18106056876356771)	(58, 0.18106342114425306)	(59, 0.18106342114425306)	(60, 0.1810662735249384)	(61, 0.1810805354283651)	(62, 0.1810862401897358)	(63, 0.18113473066138663)	(64, 0.18113473066138663)	(65, 0.18113473066138663)
RIBO-RRNA-KO-R3.2-filtered.unmapped.fastq.gz - polya	(1, 0.06621072024391621)	(2, 0.06884404884769316)	(3, 0.07173518584624547)	(4, 0.0736687488070607)	(5, 0.07578646062128692)	(6, 0.0775542896140323)	(7, 0.07896302834262625)	(8, 0.0797272460842818)	(9, 0.08043621916991406)	(10, 0.0822961225893649)	(11, 0.08329052639778417)	(12, 0.08438621207557948)	(13, 0.08710240766339136)	(14, 0.0883730347519271)	(15, 0.0897909809231916)	(16, 0.0917337513266774)	(17, 0.09512209022943935)	(18, 0.09677022246746757)	(19, 0.09813292398270879)	(20, 0.09886951939635269)	(21, 0.09941275851391507)	(22, 0.09981788599141922)	(23, 0.10009410927153568)	(24, 0.10045319953568708)	(25, 0.10067417815978025)	(26, 0.10083070468517959)	(27, 0.10095960888256726)	(28, 0.10110692796529604)	(29, 0.10128186937603648)	(30, 0.10142918845876525)	(31, 0.10159492242683513)	(32, 0.10170541173888172)	(33, 0.10182510849359885)	(34, 0.10186193826428104)	(35, 0.10193559780564543)	(36, 0.10204608711769202)	(37, 0.10212895410172695)	(38, 0.1021381615443975)	(39, 0.10218419875775026)	(40, 0.10223944341377354)	(41, 0.10226706574178519)	(42, 0.10228548062712628)	(43, 0.10228548062712628)	(44, 0.10228548062712628)	(45, 0.10230389551246738)	(46, 0.10231310295513793)	(47, 0.10231310295513793)	(48, 0.10233151784047903)	(49, 0.10236834761116123)	(50, 0.10238676249650232)	(51, 0.10240517738184342)	(52, 0.10240517738184342)	(53, 0.10242359226718452)	(54, 0.10243279970985507)	(55, 0.10244200715252562)	(56, 0.10245121459519617)	(57, 0.10245121459519617)	(58, 0.10246042203786672)	(59, 0.10246042203786672)	(60, 0.10246962948053726)	(61, 0.10251566669389)	(62, 0.1025340815792311)	(63, 0.10269060810463043)	(64, 0.10269060810463043)	(65, 0.10269060810463043)
RIBO-RRNA-KO-R3.2-filtered.unmapped.fastq.gz - polyg	(1, 0.2467318412426954)	(2, 0.25158416353007457)	(3, 0.2525877747811644)	(4, 0.2527258864212226)	(5, 0.2532599180961145)	(6, 0.25391364652572346)	(7, 0.2541530400351577)	(8, 0.25438322610192143)	(9, 0.25442926331527416)	(10, 0.25455816751266186)	(11, 0.2547607312514139)	(12, 0.25488042800613103)	(13, 0.2549817098755071)	(14, 0.25508299174488314)	(15, 0.25516585872891806)	(16, 0.25536842246767016)	(17, 0.2554420820090345)	(18, 0.2555525713210811)	(19, 0.2556446457477866)	(20, 0.25573672017449206)	(21, 0.25585641692920924)	(22, 0.25590245414256196)	(23, 0.25604977322529077)	(24, 0.2561234327666551)	(25, 0.2562247146360312)	(26, 0.256289166734725)	(27, 0.25647331558813596)	(28, 0.25651014535881816)	(29, 0.25654697512950037)	(30, 0.25655618257217094)	(31, 0.25659301234285314)	(32, 0.25661142722819424)	(33, 0.25662984211353534)	(34, 0.2566666718842175)	(35, 0.2566850867695586)	(36, 0.25669429421222917)	(37, 0.25669429421222917)	(38, 0.2567035016548997)	(39, 0.25671270909757027)	(40, 0.25671270909757027)	(41, 0.25671270909757027)	(42, 0.25671270909757027)	(43, 0.25671270909757027)	(44, 0.25671270909757027)	(45, 0.25671270909757027)	(46, 0.25671270909757027)	(47, 0.25671270909757027)	(48, 0.25671270909757027)	(49, 0.25671270909757027)	(50, 0.25671270909757027)	(51, 0.25671270909757027)	(52, 0.25671270909757027)	(53, 0.25671270909757027)	(54, 0.25671270909757027)	(55, 0.25671270909757027)	(56, 0.25671270909757027)	(57, 0.25671270909757027)	(58, 0.25671270909757027)	(59, 0.25671270909757027)	(60, 0.25671270909757027)	(61, 0.25671270909757027)	(62, 0.25671270909757027)	(63, 0.25671270909757027)	(64, 0.25671270909757027)	(65, 0.25671270909757027)
RNA-HELA-R1.0-raw.fastq - illumina_universal_adapter	(1, 10.933580805171678)	(2, 10.940889547688016)	(3, 10.9443677579193)	(4, 10.948431102134158)	(5, 10.953985994779302)	(6, 10.957389705193046)	(7, 10.9611426335015)	(8, 10.966095319288215)	(9, 10.971245119175496)	(10, 10.975336400821933)	(11, 10.979301964026273)	(12, 10.984602315628162)	(13, 10.99148268419366)	(14, 10.997844658195458)	(15, 11.00547623325446)	(16, 11.013671213183587)	(17, 11.022322504495133)	(18, 11.032853364119969)	(19, 11.046347143571454)	(20, 11.056811263776414)	(21, 11.06923721250986)	(22, 11.082148962136834)	(23, 11.096359802332117)	(24, 11.11474108022997)	(25, 11.132782452710309)	(26, 11.152067040895806)	(27, 11.175118526105543)	(28, 11.20387545567503)	(29, 11.239273733562081)	(30, 11.287529438292484)	(31, 11.353565766141845)	(32, 11.424321967848114)	(33, 11.509226926568386)	(34, 11.610538918021767)	(35, 11.76178751633874)	(36, 12.035695407992664)	(37, 12.503070013314359)	(38, 13.508114458043007)	(39, 15.27571264973377)	(40, 17.492077565236695)	(41, 20.032858144524926)	(42, 22.554127532015986)	(43, 25.084563501223226)	(44, 27.685397141764835)	(45, 30.14227850986955)	(46, 32.543455743569645)	(47, 34.858930249669996)	(48, 37.13335225214811)	(49, 39.35645008866099)	(50, 41.51873744910886)	(51, 43.638348830743986)	(52, 45.824286779100966)	(53, 47.91773009982603)	(54, 49.87477201503754)	(55, 51.77239101328568)	(56, 53.65207728462072)	(57, 55.49310591105144)	(58, 57.43432592751341)	(59, 59.31516384186122)	(60, 61.235280232926165)	(61, 63.43855180549687)	(62, 65.23492710379104)	(63, 66.93638032206519)	(64, 68.48862747868654)	(65, 69.82741868934706)
RNA-HELA-R1.0-raw.fastq - polya	(1, 0.7221313876298765)	(2, 0.7261404090611148)	(3, 0.7333218810558263)	(4, 0.7430782529941787)	(5, 0.7517947316460697)	(6, 0.761158427462818)	(7, 0.7740950103623038)	(8, 0.7892929731399599)	(9, 0.8058831512578487)	(10, 0.8227480474529071)	(11, 0.8406264515823824)	(12, 0.8582301376346879)	(13, 0.8794548252352239)	(14, 0.9005662110299215)	(15, 0.9250564739658526)	(16, 0.9529551035541255)	(17, 0.9837049032427412)	(18, 1.0174548726667743)	(19, 1.05278020281582)	(20, 1.0879642937274505)	(21, 1.1238437162694315)	(22, 1.1571327180724513)	(23, 1.1923525068133187)	(24, 1.2262732049858756)	(25, 1.2587209796825338)	(26, 1.2917057738972755)	(27, 1.3237608724723298)	(28, 1.3567906769935003)	(29, 1.3888644005229391)	(30, 1.4221456419282987)	(31, 1.4545701354319767)	(32, 1.4877178979975816)	(33, 1.5182131566429438)	(34, 1.5481900207246075)	(35, 1.5792983507851226)	(36, 1.6117647504361654)	(37, 1.6406939608337077)	(38, 1.669107880826615)	(39, 1.6964943241693178)	(40, 1.723966131886282)	(41, 1.7493348718373432)	(42, 1.7754035996573505)	(43, 1.79894554199921)	(44, 1.822987253950384)	(45, 1.8475706416582367)	(46, 1.8707664702644533)	(47, 1.8944108498554268)	(48, 1.9167809721506024)	(49, 1.9378675246727874)	(50, 1.9598666999598073)	(51, 1.9817261880889443)	(52, 2.0021810442415924)	(53, 2.0224403383732046)	(54, 2.0422122795317588)	(55, 2.061291993219027)	(56, 2.079319396983577)	(57, 2.0967352814125064)	(58, 2.113811260423921)	(59, 2.12942362843663)	(60, 2.1457406405568813)	(61, 2.1610565613789716)	(62, 2.176105524521553)	(63, 2.1906919679635886)	(64, 2.205705233276933)	(65, 2.219559095179849)
RNA-HELA-R1.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 0.007137827247510738)	(2, 0.007146680915642108)	(3, 0.007148451649268382)	(4, 0.007148451649268382)	(5, 0.007153763850147205)	(6, 0.007155534583773479)	(7, 0.007159076051026027)	(8, 0.007167929719157397)	(9, 0.007178554120915041)	(10, 0.00718209558816759)	(11, 0.007185637055420138)	(12, 0.007192719989925234)	(13, 0.007206885858935427)	(14, 0.007231676129703263)	(15, 0.007260007867723648)	(16, 0.0072883396057440335)	(17, 0.0073184420773906925)	(18, 0.0073414616145322555)	(19, 0.007368022618926366)	(20, 0.007389271422441655)	(21, 0.007403437291451848)	(22, 0.007438851963977328)	(23, 0.007467183701997713)	(24, 0.007499056907270646)	(25, 0.007520305710785935)	(26, 0.007538013047048675)	(27, 0.007594676523089446)	(28, 0.007635403396493749)	(29, 0.007688525405281971)	(30, 0.007748730348575289)	(31, 0.007828413361757621)	(32, 0.007901013440434859)	(33, 0.00798955012174856)	(34, 0.008113501475587745)	(35, 0.008260472366568492)	(36, 0.00847296040172138)	(37, 0.008800546122582081)	(38, 0.009455717564303483)	(39, 0.010635026159402008)	(40, 0.01211890093821967)	(41, 0.01396400537679724)	(42, 0.015501002164403126)	(43, 0.01728944312693993)	(44, 0.021657842982958034)	(45, 0.028765567758822115)	(46, 0.03943955005800215)	(47, 0.053065345312181045)	(48, 0.07089486219513456)	(49, 0.09042428335931117)	(50, 0.10885584967519787)	(51, 0.12775134820116837)	(52, 0.1456410700274152)	(53, 0.16281364473502105)	(54, 0.17855546667259745)	(55, 0.19401042976271746)	(56, 0.20865970905288275)	(57, 0.22317087112019868)	(58, 0.23839563883890305)	(59, 0.25291034237347154)	(60, 0.26864862284379537)	(61, 2.743487914601342)	(62, 4.749077483195384)	(63, 6.642345876407609)	(64, 8.347302060666467)	(65, 9.75126894313126)
RNA-HELA-R1.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.823169794514154)	(2, 0.8277347458026885)	(3, 0.8358854326844279)	(4, 0.8469826203202875)	(5, 0.8568934164265434)	(6, 0.8675496913894607)	(7, 0.8822875073609396)	(8, 0.8996070529595263)	(9, 0.9185096344200019)	(10, 0.9377008454615602)	(11, 0.9580554284955805)	(12, 0.978101903878629)	(13, 1.002279500811775)	(14, 1.0263030439194354)	(15, 1.054160225327979)	(16, 1.0859218743824566)	(17, 1.1209452147765313)	(18, 1.159380758868436)	(19, 1.1996507829971608)	(20, 1.2397649825667734)	(21, 1.2806476805301887)	(22, 1.3185732533377266)	(23, 1.358685682173713)	(24, 1.3973106947636291)	(25, 1.4341702859281498)	(26, 1.4715008922372597)	(27, 1.5073458530339254)	(28, 1.5436653704424326)	(29, 1.5785753838844259)	(30, 1.614551378969436)	(31, 1.6494667046123077)	(32, 1.6851700067188717)	(33, 1.7181410668400947)	(34, 1.7504463311178386)	(35, 1.783852991711125)	(36, 1.8182282435979833)	(37, 1.8491824381188802)	(38, 1.8796266613554102)	(39, 1.908856161324316)	(40, 1.938175968708162)	(41, 1.9653407932688323)	(42, 1.9932227649481438)	(43, 2.018370723908488)	(44, 2.0440357370877043)	(45, 2.0702319703548024)	(46, 2.0950417191925284)	(47, 2.120196761087378)	(48, 2.1441158309110877)	(49, 2.1666767480434457)	(50, 2.1913696284618376)	(51, 2.215855333045955)	(52, 2.2387898749734565)	(53, 2.2614871385950375)	(54, 2.2836478699278575)	(55, 2.3050223955306115)	(56, 2.325150324660469)	(57, 2.3446319360167363)	(58, 2.3635911809532524)	(59, 2.380857604543051)	(60, 2.398802219111712)	(61, 2.415172651486616)	(62, 2.430512516891028)	(63, 2.4436106335245773)	(64, 2.4550212410122874)	(65, 2.4628071567670142)
RNA-HELA-R2.0-raw.fastq - illumina_universal_adapter	(1, 4.113128739504052)	(2, 4.11597578246977)	(3, 4.117494913604463)	(4, 4.11913697143437)	(5, 4.121501413300356)	(6, 4.1230205444350485)	(7, 4.124580651134813)	(8, 4.126681028248115)	(9, 4.128834521834657)	(10, 4.130575224543441)	(11, 4.132325032933352)	(12, 4.1344921850415846)	(13, 4.137600257532944)	(14, 4.140360796527955)	(15, 4.143907459326933)	(16, 4.1475694607535205)	(17, 4.151554713860117)	(18, 4.1563443021329345)	(19, 4.162759254486927)	(20, 4.1677643438797505)	(21, 4.173487264468089)	(22, 4.179946227614195)	(23, 4.1868240520921445)	(24, 4.195946426967907)	(25, 4.204929181399722)	(26, 4.2148361624659305)	(27, 4.226470187719231)	(28, 4.240479278133167)	(29, 4.258329448369187)	(30, 4.282702321519203)	(31, 4.316309872945547)	(32, 4.351664197534761)	(33, 4.393533636970364)	(34, 4.443913853032698)	(35, 4.517273773032612)	(36, 4.6261428142008985)	(37, 4.74994061957695)	(38, 4.955660720439366)	(39, 5.446872759291061)	(40, 6.624510499449797)	(41, 8.734859851198905)	(42, 11.542165624478463)	(43, 14.326346002922408)	(44, 17.299520863611935)	(45, 20.105173955766936)	(46, 22.818475712318087)	(47, 25.377961268044405)	(48, 27.922552964673947)	(49, 30.38277749043452)	(50, 32.79843274230532)	(51, 35.18806395751508)	(52, 37.75151503737222)	(53, 40.13171124932085)	(54, 42.37043249359882)	(55, 44.50134247333276)	(56, 46.56962509588851)	(57, 48.65515084327182)	(58, 50.821668589053004)	(59, 52.86925855124758)	(60, 54.96135252995052)	(61, 57.34760098462158)	(62, 59.3211541711858)	(63, 61.23810947909145)	(64, 63.00198007588948)	(65, 64.51836888294949)
RNA-HELA-R2.0-raw.fastq - polya	(1, 0.814973637004359)	(2, 0.8197237673256261)	(3, 0.8265105349923054)	(4, 0.8364417978748524)	(5, 0.8454002704903283)	(6, 0.8546531601289116)	(7, 0.8672341762194241)	(8, 0.8820187671426778)	(9, 0.8980811886507579)	(10, 0.914576130012372)	(11, 0.9310725889875073)	(12, 0.9479651450916683)	(13, 0.9673739044139319)	(14, 0.9871226091649379)	(15, 1.0112481113110028)	(16, 1.0389157234154822)	(17, 1.069160243278911)	(18, 1.102080315780165)	(19, 1.1369414159749978)	(20, 1.171391242905593)	(21, 1.2064056220660642)	(22, 1.2395745831847906)	(23, 1.2721122170787096)	(24, 1.3045936992723453)	(25, 1.3360234752958091)	(26, 1.367445663251667)	(27, 1.3991607506171109)	(28, 1.431980660625968)	(29, 1.464668538258483)	(30, 1.5004538650877093)	(31, 1.535201144268454)	(32, 1.5713248989129016)	(33, 1.6056487639212396)	(34, 1.639383794883363)	(35, 1.6731188258454863)	(36, 1.709189464016693)	(37, 1.7414296456604623)	(38, 1.7733147057402776)	(39, 1.8042224227124584)	(40, 1.8366067776407389)	(41, 1.8664142248100704)	(42, 1.8960167941540433)	(43, 1.923420341505839)	(44, 1.9515341319855428)	(45, 1.979828518474266)	(46, 2.0079741788379146)	(47, 2.036218484080439)	(48, 2.0625870190107953)	(49, 2.088246828426765)	(50, 2.1146533036951505)	(51, 2.140718315921273)	(52, 2.1650183436222723)	(53, 2.1894109457480635)	(54, 2.2131570445138355)	(55, 2.236282439349448)	(56, 2.258142144508404)	(57, 2.280139952497786)	(58, 2.3009160816026255)	(59, 2.3197633239220554)	(60, 2.339446771291651)	(61, 2.3580071846555795)	(62, 2.376948519013322)	(63, 2.39656974422855)	(64, 2.4158616473096832)	(65, 2.4339470476414853)
