Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
RIBO-RRNA-KO-R3.0-raw.fastq - illumina_universal_adapter	(1, 13.030284541097648)	(2, 13.086838372690062)	(3, 13.092430799191682)	(4, 13.096601119632808)	(5, 13.103450446781297)	(6, 13.107886435387572)	(7, 13.113130591017233)	(8, 13.120848362840025)	(9, 13.12909523848752)	(10, 13.139864845451116)	(11, 13.147098163560994)	(12, 13.159388106831019)	(13, 13.177207966446156)	(14, 13.197298284245782)	(15, 13.227693847846394)	(16, 13.27962639286861)	(17, 13.394470945402045)	(18, 13.472590780988723)	(19, 13.561714636625894)	(20, 13.689213030840435)	(21, 13.854509977190267)	(22, 14.004266452131809)	(23, 14.228543963649809)	(24, 14.449372254032077)	(25, 15.646296638241736)	(26, 16.257808941769802)	(27, 17.205074458414796)	(28, 18.025227804312223)	(29, 21.99493306066403)	(30, 26.780686085134235)	(31, 35.922825496580124)	(32, 45.3171420418956)	(33, 56.30233983776069)	(34, 62.11305180589498)	(35, 66.95122852661709)	(36, 71.20655385056871)	(37, 75.43828828795642)	(38, 78.1445650510939)	(39, 82.72622911209167)	(40, 86.50720057841541)	(41, 88.93152528063656)	(42, 89.61920174485493)	(43, 90.02985105548734)	(44, 90.42301314983744)	(45, 90.7828015181306)	(46, 91.07924030781697)	(47, 91.33218319110375)	(48, 91.54732305724406)	(49, 91.76637204067151)	(50, 91.93202618791567)	(51, 92.13851955990796)	(52, 92.3414610155074)	(53, 92.42242729572067)	(54, 92.45648863349918)	(55, 92.46928089052683)	(56, 92.47368785656045)	(57, 92.47593375718345)	(58, 92.47717056528002)	(59, 92.47760143885878)	(60, 92.47795417474192)	(61, 92.47831360814182)	(62, 92.47851676615046)	(63, 92.47869313409203)	(64, 92.4788918270895)	(65, 92.47905256749193)
RIBO-RRNA-KO-R3.0-raw.fastq - polya	(1, 0.11315677830779693)	(2, 0.1177981574283018)	(3, 0.12426349361540238)	(4, 0.12944290658296914)	(5, 0.13253939183556185)	(6, 0.1339436378513375)	(7, 0.1353724414285973)	(8, 0.1359305678259644)	(9, 0.13633688384324766)	(10, 0.1370133330368566)	(11, 0.13746429916592923)	(12, 0.13782150006024416)	(13, 0.13859171448861077)	(14, 0.13891989281026262)	(15, 0.13930165126606173)	(16, 0.13981066254046054)	(17, 0.14068133972035324)	(18, 0.14122160607300457)	(19, 0.141652479651772)	(20, 0.14191814781691875)	(21, 0.14208781824171834)	(22, 0.14220837354354962)	(23, 0.14230437128389678)	(24, 0.14239590401306498)	(25, 0.14246064667515956)	(26, 0.14250529678694893)	(27, 0.14255441190991724)	(28, 0.14260352703288554)	(29, 0.14265710716703278)	(30, 0.1426995247732327)	(31, 0.14274194237943258)	(32, 0.14277319745768516)	(33, 0.14280891754711664)	(34, 0.14282008007506397)	(35, 0.1428468701421376)	(36, 0.14288035772597962)	(37, 0.14290491528746377)	(38, 0.14290938029864272)	(39, 0.14292724034335846)	(40, 0.14294286788248475)	(41, 0.1429517979048426)	(42, 0.1429607279272005)	(43, 0.14296519293837942)	(44, 0.14296965794955838)	(45, 0.14298751799427412)	(46, 0.142996448016632)	(47, 0.14300761054457933)	(48, 0.14302323808370562)	(49, 0.14304779564518977)	(50, 0.1430723532066739)	(51, 0.14309021325138965)	(52, 0.14311477081287383)	(53, 0.14313932837435797)	(54, 0.14315495591348423)	(55, 0.1431795134749684)	(56, 0.14321300105881044)	(57, 0.14330453378797864)	(58, 0.1438090800511985)	(59, 0.14419530351817653)	(60, 0.14482263758881717)	(61, 0.14762889711477897)	(62, 0.14905546818644932)	(63, 0.15629771631868491)	(64, 0.15676877499806274)	(65, 0.15736262148486135)
RIBO-RRNA-KO-R3.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 13.030284541097648)	(2, 13.086838372690062)	(3, 13.092430799191682)	(4, 13.096601119632808)	(5, 13.103450446781297)	(6, 13.107886435387572)	(7, 13.113130591017233)	(8, 13.120848362840025)	(9, 13.12909523848752)	(10, 13.139864845451116)	(11, 13.147098163560994)	(12, 13.159388106831019)	(13, 13.177207966446156)	(14, 13.197298284245782)	(15, 13.227693847846394)	(16, 13.27962639286861)	(17, 13.394470945402045)	(18, 13.472584083471956)	(19, 13.561707939109125)	(20, 13.689201868312487)	(21, 13.85449881466232)	(22, 14.004244127075914)	(23, 14.228517173582734)	(24, 14.449332068931467)	(25, 15.646225198062872)	(26, 16.257704014007096)	(27, 17.20489362546205)	(28, 18.02494204359677)	(29, 21.99413605616859)	(30, 26.778833105494975)	(31, 35.91930260275994)	(32, 45.30936399242189)	(33, 56.288795226349386)	(34, 62.097035810796136)	(35, 66.93232143677987)	(36, 71.18331123487675)	(37, 75.41074809900475)	(38, 78.11247724825647)	(39, 82.68833456221604)	(40, 86.4643610286591)	(41, 88.88517846459919)	(42, 89.57182127872964)	(43, 89.98135433656732)	(44, 90.37378416908408)	(45, 90.73237144937009)	(46, 91.02538334297664)	(47, 91.27772568225984)	(48, 91.49216230913947)	(49, 91.71059065601307)	(50, 91.87568221184866)	(51, 92.08107942359652)	(52, 92.2832729898235)	(53, 92.36390216169275)	(54, 92.39771792385642)	(55, 92.41040748562696)	(56, 92.41476310403202)	(57, 92.41698891210471)	(58, 92.41820786015657)	(59, 92.41862980371297)	(60, 92.41897360957375)	(61, 92.4193263454569)	(62, 92.41952727095995)	(63, 92.41970140639592)	(64, 92.4198777743375)	(65, 92.42001395717844)
RIBO-RRNA-KO-R3.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.11315677830779693)	(2, 0.1177981574283018)	(3, 0.12426349361540238)	(4, 0.12944290658296914)	(5, 0.13253939183556185)	(6, 0.1339436378513375)	(7, 0.1353724414285973)	(8, 0.1359305678259644)	(9, 0.13633688384324766)	(10, 0.1370133330368566)	(11, 0.13746429916592923)	(12, 0.13782150006024416)	(13, 0.13859171448861077)	(14, 0.13891989281026262)	(15, 0.13930165126606173)	(16, 0.13981066254046054)	(17, 0.14068133972035324)	(18, 0.14122160607300457)	(19, 0.141652479651772)	(20, 0.14191814781691875)	(21, 0.14208781824171834)	(22, 0.14220837354354962)	(23, 0.14229990627271782)	(24, 0.14239143900188606)	(25, 0.14245618166398064)	(26, 0.14249859927018052)	(27, 0.14254101687638043)	(28, 0.14258343448258032)	(29, 0.14263478211113811)	(30, 0.14267273470615907)	(31, 0.14271515231235896)	(32, 0.14274417488502206)	(33, 0.1427754299632746)	(34, 0.14278659249122194)	(35, 0.14281115005270612)	(36, 0.14284240513095867)	(37, 0.14286473018685336)	(38, 0.1428691951980323)	(39, 0.14288035772597962)	(40, 0.14289375275951643)	(41, 0.14290045027628484)	(42, 0.14290491528746377)	(43, 0.14290491528746377)	(44, 0.14290491528746377)	(45, 0.14290938029864272)	(46, 0.14291161280423217)	(47, 0.14291384530982165)	(48, 0.14291831032100058)	(49, 0.14292724034335846)	(50, 0.1429317053545374)	(51, 0.14293617036571635)	(52, 0.14293617036571635)	(53, 0.14294286788248475)	(54, 0.1429451003880742)	(55, 0.14294733289366368)	(56, 0.14294956539925316)	(57, 0.14294956539925316)	(58, 0.14295626291602156)	(59, 0.14295626291602156)	(60, 0.1429674254439689)	(61, 0.14298528548868464)	(62, 0.142996448016632)	(63, 0.14307905072344232)	(64, 0.14307905072344232)	(65, 0.14307905072344232)
RIBO-RRNA-KO-R3.2-filtered.unmapped.fastq.gz - illumina_universal_adapter	(1, 13.06336764625341)	(2, 13.120065064607237)	(3, 13.125671689941846)	(4, 13.129852598574601)	(5, 13.13671931575088)	(6, 13.141166567064204)	(7, 13.146424037288154)	(8, 13.154161404067294)	(9, 13.16242921803378)	(10, 13.173226168378754)	(11, 13.180477851446273)	(12, 13.192798998139697)	(13, 13.210664101301715)	(14, 13.230805427204372)	(15, 13.261278163304455)	(16, 13.3133425619207)	(17, 13.4284742214865)	(18, 13.506785684094348)	(19, 13.596135819816087)	(20, 13.723953448402474)	(21, 13.889670073711791)	(22, 14.039795580425944)	(23, 14.264638042647192)	(24, 14.486013573673509)	(25, 15.6859455421431)	(26, 16.298976865855256)	(27, 17.24857133450418)	(28, 18.070701806024953)	(29, 22.049966647853324)	(30, 26.84673789416003)	(31, 36.010380918601584)	(32, 45.423750421420145)	(33, 56.43093690648527)	(34, 62.25371611267799)	(35, 67.10103875212143)	(36, 71.3626044536122)	(37, 75.6005126581821)	(38, 78.30893123329665)	(39, 82.8959229269637)	(40, 86.68014211418746)	(41, 89.10683951665025)	(42, 89.79508914679764)	(43, 90.20556126650466)	(44, 90.59883749701176)	(45, 90.95822553822093)	(46, 91.25188065350109)	(47, 91.50473162248373)	(48, 91.71958063874928)	(49, 91.9382837902748)	(50, 92.1036445459521)	(51, 92.30927004804441)	(52, 92.51113318000202)	(53, 92.59155300231653)	(54, 92.62529571031835)	(55, 92.6379234868205)	(56, 92.64224987674936)	(57, 92.64433361654439)	(58, 92.64541465448315)	(59, 92.64579962037439)	(60, 92.64611520287825)	(61, 92.6464330235559)	(62, 92.64660312476366)	(63, 92.64670831893162)	(64, 92.64681798944714)	(65, 92.64691199274617)
RNA-HELA-R1.0-raw.fastq - illumina_universal_adapter	(1, 10.933580805171678)	(2, 10.940889547688016)	(3, 10.9443677579193)	(4, 10.948431102134158)	(5, 10.953985994779302)	(6, 10.957389705193046)	(7, 10.9611426335015)	(8, 10.966095319288215)	(9, 10.971245119175496)	(10, 10.975336400821933)	(11, 10.979301964026273)	(12, 10.984602315628162)	(13, 10.99148268419366)	(14, 10.997844658195458)	(15, 11.00547623325446)	(16, 11.013671213183587)	(17, 11.022322504495133)	(18, 11.032853364119969)	(19, 11.046347143571454)	(20, 11.056811263776414)	(21, 11.06923721250986)	(22, 11.082148962136834)	(23, 11.096359802332117)	(24, 11.11474108022997)	(25, 11.132782452710309)	(26, 11.152067040895806)	(27, 11.175118526105543)	(28, 11.20387545567503)	(29, 11.239273733562081)	(30, 11.287529438292484)	(31, 11.353565766141845)	(32, 11.424321967848114)	(33, 11.509226926568386)	(34, 11.610538918021767)	(35, 11.76178751633874)	(36, 12.035695407992664)	(37, 12.503070013314359)	(38, 13.508114458043007)	(39, 15.27571264973377)	(40, 17.492077565236695)	(41, 20.032858144524926)	(42, 22.554127532015986)	(43, 25.084563501223226)	(44, 27.685397141764835)	(45, 30.14227850986955)	(46, 32.543455743569645)	(47, 34.858930249669996)	(48, 37.13335225214811)	(49, 39.35645008866099)	(50, 41.51873744910886)	(51, 43.638348830743986)	(52, 45.824286779100966)	(53, 47.91773009982603)	(54, 49.87477201503754)	(55, 51.77239101328568)	(56, 53.65207728462072)	(57, 55.49310591105144)	(58, 57.43432592751341)	(59, 59.31516384186122)	(60, 61.235280232926165)	(61, 63.43855180549687)	(62, 65.23492710379104)	(63, 66.93638032206519)	(64, 68.48862747868654)	(65, 69.82741868934706)
RNA-HELA-R1.0-raw.fastq - polya	(1, 0.7221313876298765)	(2, 0.7261404090611148)	(3, 0.7333218810558263)	(4, 0.7430782529941787)	(5, 0.7517947316460697)	(6, 0.761158427462818)	(7, 0.7740950103623038)	(8, 0.7892929731399599)	(9, 0.8058831512578487)	(10, 0.8227480474529071)	(11, 0.8406264515823824)	(12, 0.8582301376346879)	(13, 0.8794548252352239)	(14, 0.9005662110299215)	(15, 0.9250564739658526)	(16, 0.9529551035541255)	(17, 0.9837049032427412)	(18, 1.0174548726667743)	(19, 1.05278020281582)	(20, 1.0879642937274505)	(21, 1.1238437162694315)	(22, 1.1571327180724513)	(23, 1.1923525068133187)	(24, 1.2262732049858756)	(25, 1.2587209796825338)	(26, 1.2917057738972755)	(27, 1.3237608724723298)	(28, 1.3567906769935003)	(29, 1.3888644005229391)	(30, 1.4221456419282987)	(31, 1.4545701354319767)	(32, 1.4877178979975816)	(33, 1.5182131566429438)	(34, 1.5481900207246075)	(35, 1.5792983507851226)	(36, 1.6117647504361654)	(37, 1.6406939608337077)	(38, 1.669107880826615)	(39, 1.6964943241693178)	(40, 1.723966131886282)	(41, 1.7493348718373432)	(42, 1.7754035996573505)	(43, 1.79894554199921)	(44, 1.822987253950384)	(45, 1.8475706416582367)	(46, 1.8707664702644533)	(47, 1.8944108498554268)	(48, 1.9167809721506024)	(49, 1.9378675246727874)	(50, 1.9598666999598073)	(51, 1.9817261880889443)	(52, 2.0021810442415924)	(53, 2.0224403383732046)	(54, 2.0422122795317588)	(55, 2.061291993219027)	(56, 2.079319396983577)	(57, 2.0967352814125064)	(58, 2.113811260423921)	(59, 2.12942362843663)	(60, 2.1457406405568813)	(61, 2.1610565613789716)	(62, 2.176105524521553)	(63, 2.1906919679635886)	(64, 2.205705233276933)	(65, 2.219559095179849)
RNA-HELA-R1.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 10.933580805171678)	(2, 10.940889547688016)	(3, 10.9443677579193)	(4, 10.948431102134158)	(5, 10.953985994779302)	(6, 10.957389705193046)	(7, 10.9611426335015)	(8, 10.966095319288215)	(9, 10.971245119175496)	(10, 10.975336400821933)	(11, 10.979301964026273)	(12, 10.984602315628162)	(13, 10.99148268419366)	(14, 10.997844658195458)	(15, 11.00547623325446)	(16, 11.013671213183587)	(17, 11.022322504495133)	(18, 11.03284560372231)	(19, 11.046337831094261)	(20, 11.056798847140158)	(21, 11.069223243794072)	(22, 11.082128785102917)	(23, 11.096327208661945)	(24, 11.114691413684946)	(25, 11.132717265369964)	(26, 11.151981676521544)	(27, 11.174997463902045)	(28, 11.203726456039954)	(29, 11.239090588177302)	(30, 11.287271793090166)	(31, 11.353213444088073)	(32, 11.423865656465697)	(33, 11.508672834175451)	(34, 11.609843586391417)	(35, 11.760752279290877)	(36, 12.033971047632576)	(37, 12.500178489146183)	(38, 13.502244493252862)	(39, 15.265125915245779)	(40, 17.474660128728235)	(41, 20.008391162781976)	(42, 22.52345999254257)	(43, 25.043919194517905)	(44, 27.63426853782064)	(45, 30.079461194969625)	(46, 32.46825904232223)	(47, 34.771414693176844)	(48, 37.03295133138003)	(49, 39.24361701084134)	(50, 41.39204895730676)	(51, 43.496861260603964)	(52, 45.66689660207574)	(53, 47.743704734376486)	(54, 49.68340681705614)	(55, 51.564097283848405)	(56, 53.42492423678972)	(57, 55.24648512965017)	(58, 57.167171133903366)	(59, 59.02525866647065)	(60, 60.91909835105829)	(61, 63.08824124679914)	(62, 64.84610634774454)	(63, 66.50552149189362)	(64, 67.99987918612922)	(65, 69.23042371398725)
RNA-HELA-R1.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.7221313876298765)	(2, 0.7261404090611148)	(3, 0.7333218810558263)	(4, 0.7430782529941787)	(5, 0.7517947316460697)	(6, 0.761158427462818)	(7, 0.7740950103623038)	(8, 0.7892929731399599)	(9, 0.8058831512578487)	(10, 0.8227480474529071)	(11, 0.8406264515823824)	(12, 0.8582301376346879)	(13, 0.8794548252352239)	(14, 0.9005662110299215)	(15, 0.9250564739658526)	(16, 0.9529551035541255)	(17, 0.9837049032427412)	(18, 1.0174440081100502)	(19, 1.052742952907051)	(20, 1.0878944501485093)	(21, 1.1237490394179777)	(22, 1.157016312107549)	(23, 1.1921879863829234)	(24, 1.2260822992034355)	(25, 1.258480407355069)	(26, 1.2914077746271253)	(27, 1.323377508827918)	(28, 1.3563157406566986)	(29, 1.3882047667218256)	(30, 1.4213121752195976)	(31, 1.4535535233384957)	(32, 1.4864250157473988)	(33, 1.5166921187015525)	(34, 1.5463927126265147)	(35, 1.5771952830192193)	(36, 1.6093279855708753)	(37, 1.6379638529368634)	(38, 1.6660937423754092)	(39, 1.6931340719824688)	(40, 1.7202364847708094)	(41, 1.7453584440762775)	(42, 1.7711245163875386)	(43, 1.794315688755159)	(44, 1.8179880057777091)	(45, 1.8421600924095736)	(46, 1.8649880781666985)	(47, 1.8882087400454275)	(48, 1.9101753216622748)	(49, 1.9309219687669448)	(50, 1.9525564053639373)	(51, 1.9740014882580217)	(52, 1.994083845322982)	(53, 2.0139613278897146)	(54, 2.033362322040113)	(55, 2.0520804011964175)	(56, 2.069691847646383)	(57, 2.086735232987625)	(58, 2.1033005778330014)	(59, 2.1183867908843514)	(60, 2.134051929601149)	(61, 2.1483217488186503)	(62, 2.161705330623361)	(63, 2.17313950053584)	(64, 2.183074361620376)	(65, 2.1898693658116115)
RNA-HELA-R2.0-raw.fastq - illumina_universal_adapter	(1, 4.113128739504052)	(2, 4.11597578246977)	(3, 4.117494913604463)	(4, 4.11913697143437)	(5, 4.121501413300356)	(6, 4.1230205444350485)	(7, 4.124580651134813)	(8, 4.126681028248115)	(9, 4.128834521834657)	(10, 4.130575224543441)	(11, 4.132325032933352)	(12, 4.1344921850415846)	(13, 4.137600257532944)	(14, 4.140360796527955)	(15, 4.143907459326933)	(16, 4.1475694607535205)	(17, 4.151554713860117)	(18, 4.1563443021329345)	(19, 4.162759254486927)	(20, 4.1677643438797505)	(21, 4.173487264468089)	(22, 4.179946227614195)	(23, 4.1868240520921445)	(24, 4.195946426967907)	(25, 4.204929181399722)	(26, 4.2148361624659305)	(27, 4.226470187719231)	(28, 4.240479278133167)	(29, 4.258329448369187)	(30, 4.282702321519203)	(31, 4.316309872945547)	(32, 4.351664197534761)	(33, 4.393533636970364)	(34, 4.443913853032698)	(35, 4.517273773032612)	(36, 4.6261428142008985)	(37, 4.74994061957695)	(38, 4.955660720439366)	(39, 5.446872759291061)	(40, 6.624510499449797)	(41, 8.734859851198905)	(42, 11.542165624478463)	(43, 14.326346002922408)	(44, 17.299520863611935)	(45, 20.105173955766936)	(46, 22.818475712318087)	(47, 25.377961268044405)	(48, 27.922552964673947)	(49, 30.38277749043452)	(50, 32.79843274230532)	(51, 35.18806395751508)	(52, 37.75151503737222)	(53, 40.13171124932085)	(54, 42.37043249359882)	(55, 44.50134247333276)	(56, 46.56962509588851)	(57, 48.65515084327182)	(58, 50.821668589053004)	(59, 52.86925855124758)	(60, 54.96135252995052)	(61, 57.34760098462158)	(62, 59.3211541711858)	(63, 61.23810947909145)	(64, 63.00198007588948)	(65, 64.51836888294949)
RNA-HELA-R2.0-raw.fastq - polya	(1, 0.814973637004359)	(2, 0.8197237673256261)	(3, 0.8265105349923054)	(4, 0.8364417978748524)	(5, 0.8454002704903283)	(6, 0.8546531601289116)	(7, 0.8672341762194241)	(8, 0.8820187671426778)	(9, 0.8980811886507579)	(10, 0.914576130012372)	(11, 0.9310725889875073)	(12, 0.9479651450916683)	(13, 0.9673739044139319)	(14, 0.9871226091649379)	(15, 1.0112481113110028)	(16, 1.0389157234154822)	(17, 1.069160243278911)	(18, 1.102080315780165)	(19, 1.1369414159749978)	(20, 1.171391242905593)	(21, 1.2064056220660642)	(22, 1.2395745831847906)	(23, 1.2721122170787096)	(24, 1.3045936992723453)	(25, 1.3360234752958091)	(26, 1.367445663251667)	(27, 1.3991607506171109)	(28, 1.431980660625968)	(29, 1.464668538258483)	(30, 1.5004538650877093)	(31, 1.535201144268454)	(32, 1.5713248989129016)	(33, 1.6056487639212396)	(34, 1.639383794883363)	(35, 1.6731188258454863)	(36, 1.709189464016693)	(37, 1.7414296456604623)	(38, 1.7733147057402776)	(39, 1.8042224227124584)	(40, 1.8366067776407389)	(41, 1.8664142248100704)	(42, 1.8960167941540433)	(43, 1.923420341505839)	(44, 1.9515341319855428)	(45, 1.979828518474266)	(46, 2.0079741788379146)	(47, 2.036218484080439)	(48, 2.0625870190107953)	(49, 2.088246828426765)	(50, 2.1146533036951505)	(51, 2.140718315921273)	(52, 2.1650183436222723)	(53, 2.1894109457480635)	(54, 2.2131570445138355)	(55, 2.236282439349448)	(56, 2.258142144508404)	(57, 2.280139952497786)	(58, 2.3009160816026255)	(59, 2.3197633239220554)	(60, 2.339446771291651)	(61, 2.3580071846555795)	(62, 2.376948519013322)	(63, 2.39656974422855)	(64, 2.4158616473096832)	(65, 2.4339470476414853)
RNA-HELA-R2.0-raw.fastq - polyg	(1, 0.031707499297838164)	(2, 0.03774760111210112)	(3, 0.03787204542083719)	(4, 0.03789329201013359)	(5, 0.03819529710084674)	(6, 0.03857925332170315)	(7, 0.03860505275156307)	(8, 0.03863844024902884)	(9, 0.03868245104114282)	(10, 0.0387158385386086)	(11, 0.03877350785241312)	(12, 0.03880537773635772)	(13, 0.0389025050017127)	(14, 0.03901177317523706)	(15, 0.039075512943126264)	(16, 0.03914532316510016)	(17, 0.03918781634369296)	(18, 0.03926369701975154)	(19, 0.039331989628204264)	(20, 0.03940028223665699)	(21, 0.03948678620736377)	(22, 0.0395490083617318)	(23, 0.039624889037790385)	(24, 0.039702287327370134)	(25, 0.03978120323047106)	(26, 0.03989350663103775)	(27, 0.04020006456231442)	(28, 0.04049144635837936)	(29, 0.040872367352193434)	(30, 0.0413230985679814)	(31, 0.041735889445740075)	(32, 0.04212288089363883)	(33, 0.04281035981872956)	(34, 0.04322618592353058)	(35, 0.04369209327453026)	(36, 0.04418380005538986)	(37, 0.04469675342554586)	(38, 0.045224882930913576)	(39, 0.04549957097824563)	(40, 0.046080816956854356)	(41, 0.04633881125545353)	(42, 0.04663322827856081)	(43, 0.047156804943365015)	(44, 0.04778054410056654)	(45, 0.048477128706784306)	(46, 0.049528834876956224)	(47, 0.050357451859515914)	(48, 0.051667152328287)	(49, 0.0523030323936579)	(50, 0.05314986073847165)	(51, 0.05405739362413226)	(52, 0.05637478947096129)	(53, 0.0606271425572841)	(54, 0.062495324801846344)	(55, 0.06669607902844932)	(56, 0.07391991938922612)	(57, 0.07843937245527513)	(58, 0.08477540890616654)	(59, 0.10109430709932472)	(60, 0.1068870379096367)	(61, 0.10814058667812444)	(62, 0.10911944739928013)	(63, 0.10954893202577169)	(64, 0.1099116416573317)	(65, 0.11030318594579397)
RNA-HELA-R2.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 4.113128739504052)	(2, 4.11597578246977)	(3, 4.117494913604463)	(4, 4.11913697143437)	(5, 4.121501413300356)	(6, 4.1230205444350485)	(7, 4.124580651134813)	(8, 4.126681028248115)	(9, 4.128834521834657)	(10, 4.130575224543441)	(11, 4.132325032933352)	(12, 4.1344921850415846)	(13, 4.137600257532944)	(14, 4.140360796527955)	(15, 4.143907459326933)	(16, 4.1475694607535205)	(17, 4.151554713860117)	(18, 4.156341266905892)	(19, 4.162756219259885)	(20, 4.167759791039187)	(21, 4.173482711627526)	(22, 4.179938639546589)	(23, 4.186813428797497)	(24, 4.195929733219175)	(25, 4.204904899583383)	(26, 4.214798222127901)	(27, 4.226414036018948)	(28, 4.240398844616545)	(29, 4.258214109741578)	(30, 4.282536901645395)	(31, 4.316077678076809)	(32, 4.351383439033344)	(33, 4.393178515406411)	(34, 4.443469192270995)	(35, 4.516646998648368)	(36, 4.625253492677492)	(37, 4.748728046373534)	(38, 4.9537986086488885)	(39, 5.443534009544484)	(40, 6.61741565623832)	(41, 8.721771952192322)	(42, 11.522573233920138)	(43, 14.296320019406028)	(44, 17.257798632687887)	(45, 20.05083732125491)	(46, 22.75085388904172)	(47, 25.29707398497948)	(48, 27.82709962703282)	(49, 30.273925143014967)	(50, 32.67385033073882)	(51, 35.04646758076272)	(52, 37.59168908700355)	(53, 39.95336889638037)	(54, 42.17282707223411)	(55, 44.284718319320724)	(56, 46.33258904001672)	(57, 48.39638559700389)	(58, 50.54018618598666)	(59, 52.56283265234727)	(60, 54.62642433150908)	(61, 56.97508453448776)	(62, 58.90598215781241)	(63, 60.77589144656174)	(64, 62.4755882380035)	(65, 63.86996091796132)
RNA-HELA-R2.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.814973637004359)	(2, 0.8197237673256261)	(3, 0.8265105349923054)	(4, 0.8364417978748524)	(5, 0.8454002704903283)	(6, 0.8546531601289116)	(7, 0.8672341762194241)	(8, 0.8820187671426778)	(9, 0.8980811886507579)	(10, 0.914576130012372)	(11, 0.9310725889875073)	(12, 0.9479651450916683)	(13, 0.9673739044139319)	(14, 0.9871226091649379)	(15, 1.0112481113110028)	(16, 1.0389157234154822)	(17, 1.069160243278911)	(18, 1.102069692485517)	(19, 1.1369125813180956)	(20, 1.1713487497270003)	(21, 1.2063358118440903)	(22, 1.2394865616005626)	(23, 1.271999913678143)	(24, 1.3044510436013552)	(25, 1.3358261855380567)	(26, 1.367181598498983)	(27, 1.398816252347805)	(28, 1.4315587640670822)	(29, 1.4641282678449459)	(30, 1.499719340143462)	(31, 1.5343027170639205)	(32, 1.5701821359314594)	(33, 1.604299605500918)	(34, 1.6377614660292306)	(35, 1.6712445731468395)	(36, 1.7069737482757823)	(37, 1.7389756645967278)	(38, 1.7705465786776606)	(39, 1.8011826428295517)	(40, 1.83314965403951)	(41, 1.8626717898668612)	(42, 1.8919738717336423)	(43, 1.919087554902894)	(44, 1.9468356005239955)	(45, 1.974777900675807)	(46, 2.002477382664231)	(47, 2.030321037937166)	(48, 2.0562934757384967)	(49, 2.081613339725724)	(50, 2.107643446840859)	(51, 2.1333214676190826)	(52, 2.1572117396693655)	(53, 2.1811687867145806)	(54, 2.2044884360809034)	(55, 2.2271934519711514)	(56, 2.24861608443601)	(57, 2.2701100447363634)	(58, 2.290406607968512)	(59, 2.308680192376939)	(60, 2.32754109321806)	(61, 2.3448752748568817)	(62, 2.361687397444421)	(63, 2.37650537586514)	(64, 2.3885521919962005)	(65, 2.3971494725936373)
RNA-HELA-R3.0-raw.fastq - illumina_universal_adapter	(1, 1.363044847784899)	(2, 1.3645721190397175)	(3, 1.3654699960886598)	(4, 1.3664456304637358)	(5, 1.3676633395333797)	(6, 1.3685289399563796)	(7, 1.369447356676376)	(8, 1.3706944081332402)	(9, 1.3720074799613502)	(10, 1.3731767740920806)	(11, 1.3743944831617243)	(12, 1.375858668284019)	(13, 1.3780270706996018)	(14, 1.3799181875559523)	(15, 1.382184886968723)	(16, 1.3846159037499277)	(17, 1.3869764988018036)	(18, 1.389916606001281)	(19, 1.3935623976134075)	(20, 1.3963954050995309)	(21, 1.3998005891364507)	(22, 1.4033847617354145)	(23, 1.4070554943766782)	(24, 1.4119175279390876)	(25, 1.416618178371785)	(26, 1.4213129603270385)	(27, 1.426895349495707)	(28, 1.4332333051352992)	(29, 1.442443880483762)	(30, 1.4525303260907518)	(31, 1.467295415340024)	(32, 1.4816555796456554)	(33, 1.4991539122645017)	(34, 1.5205767891740676)	(35, 1.5509784365730557)	(36, 1.596871397305019)	(37, 1.6498681499830254)	(38, 1.7244682352520027)	(39, 1.8376564939544413)	(40, 2.0665696607345163)	(41, 2.717942781758073)	(42, 4.42466767545794)	(43, 6.922711271790024)	(44, 9.891999475358116)	(45, 12.758320840811974)	(46, 15.647015776521338)	(47, 18.52097643248801)	(48, 21.373762154717127)	(49, 24.198208999368845)	(50, 27.02751494334425)	(51, 29.815267665657583)	(52, 32.773847365009615)	(53, 35.53950967110411)	(54, 38.12507280579829)	(55, 40.62471409511452)	(56, 42.994373010402754)	(57, 45.37925769041962)	(58, 47.7757106065981)	(59, 50.03499813235705)	(60, 52.31132478237485)	(61, 54.7932696779585)	(62, 56.918446355807546)	(63, 58.935509540823915)	(64, 60.811113077051054)	(65, 62.50042473105501)
